customer_id,age,income,education_years,credit_score,loan_amount,employment_length,debt_to_income,previous_defaults,marital_status,employment_type,loan_purpose,target
234,27,80005.82062542897,16,841.0,38344.25816125082,2.9270934617233935,0.3410801952659176,0,Married,Unemployed,Car,0
235,60,14737.679373702233,10,521.0,32407.103067211017,2.359550978101458,0.22662661650385416,0,Widowed,Unemployed,Education,0
236,42,49989.00712419789,16,668.0,24649.990806133592,2.2891147020281415,0.248131863936149,2,single,Unemployed,Education,0
237,10,50962.75786635205,14,750.0,109206.57427566516,3.7321762833953316,0.011288886856373222,0,Single,Self-employed,Home,0
238,37,,11,524.0,112184.45618418789,8.272161865201735,0.1796304257336534,1,Married,Full-time,Education,1
239,27,29275.068829315645,12,668.0,20459.83042331863,2.245269570513162,0.5184896742641242,0,Single,Part-time,Personal,1
240,45,49721.77831431933,16,743.0,47734.65701841266,3.71436347581243,0.49392221609647996,0,Married,Self-employed,Car,1
241,25,18222.93290340564,14,651.0,130801.51834527407,5.5543453671670475,0.46787091326335545,0,Divorced,Self-employed,Business,1
242,33,19894.723403484346,15,936.0,163585.48756225145,1.5697157886712882,0.4445010010555506,0,Single,Part-time,Business,1
243,41,16467.755618931,19,483.0,35561.38669689523,1.6253471168622178,0.2792707649792415,1,Single,Part-time,Personal,1
244,45,13261.516645044225,9,755.0,30149.31224978737,13.546239116586559,0.459735829054941,1,Single,Unemployed,Education,1
245,20,15920.473914706205,18,632.0,16334.612959409631,6.428347525049536,0.1676482459134817,0,Married,Part-time,Car,0
246,30,11944.543791642374,14,727.0,159553.1520471371,4.304122561463407,0.49029515395421974,1,Widowed,Part-time,Education,1
247,29,22405.051686364044,11,694.0,7705.03514805673,5.2166455976300945,0.1905332437639825,0,Single,Part-time,Home,1
248,27,,10,576.0,43354.743934634964,0.1486862227897426,0.42833865643320157,1,Widowed,Part-time,Education,1
249,56,247577.27856697704,13,672.0,16602.61965310262,4.813021250320642,0.38421558326519695,1,Married,Unemployed,Home,0
250,39,10117.806566393549,16,9999.0,16356.382008261608,3.5617404515091,0.2470388269276336,1,Single,Self-employed,Business,0
251,19,,13,710.0,25957.054025217247,3.945534333813251,0.027577931345271547,0,Married,Full-time,Car,1
252,46,33415.14371352226,18,679.0,335978.2080761886,2.2269361852603593,0.5703076004290429,2,Widowed,Full-time,Home,1
253,60,8128.504023933588,9,713.0,2826.7348993116766,0.4249247817263856,0.36290162650219815,0,Widowed,Self-employed,Education,0
254,47,26556.45929224198,13,755.0,43201.735964095526,1.074260314606855,0.27197951974525986,0,Single,Full-time,Education,0
255,16,40693.94123061396,10,686.0,4309.067425308698,15.053692855948013,0.32062222572817095,1,Widowed,Full-time,Business,0
256,29,12030.248803251474,15,664.0,8392.587362282147,2.627155179365433,0.06848935279224207,1,Divorced,Self-employed,Personal,0
257,50,50832.2458703811,16,561.0,28951.916926726306,3.143197885415952,0.1451965604342744,1,Divorced,Full-time,Personal,0
258,26,27160.242350043456,12,578.0,35714.468630962496,0.27074890317307065,0.48906939996118465,0,Single,Full-time,Education,0
259,40,15482.940317856235,6,768.0,14973.727113287701,0.1914501255176631,0.5707999278834134,0,Married,Self-employed,Personal,1
260,44,,14,793.0,19023.29523883904,6.314748713046646,0.1221118822977808,2,Married,Full-time,Car,0
261,23,29119.503623261586,15,626.0,4549.163832368962,3.861976547952298,0.31990659288970436,1,Married,Part-time,Personal,0
262,34,22879.6396476991,15,654.0,18064.262313775977,3.553562601263522,0.2864796801727,0,MARRIED,Self-employed,Car,1
263,-3,,17,559.0,169897.79113062544,1.3927827212950536,0.4254476061773757,0,Widowed,Unemployed,Education,0
264,22,13900.265274878599,10,767.0,144755.79317476618,6.827573441341478,0.211067729489257,2,Divorced,Full-time,Education,0
265,31,23972.92654625241,16,716.0,20389.261636121573,0.9210361424301903,0.41158605271605975,0,Widowed,Unemployed,Education,0
266,20,,17,844.0,42297.897156392784,1.053202355896254,0.4491558671991043,0,Divorced,Full-time,Business,0
267,54,20834.94635971768,8,562.0,120173.0014798798,3.087529228416583,0.26793124519078654,0,Married,Part-time,Personal,1
268,17,14017.280645640412,14,612.0,310.15108309698314,1.6863217861131674,0.41766802910529877,1,Married,Self-employed,Home,1
269,29,15248.478837582537,12,673.0,83216.77164334286,1.4215254459727675,0.150108946801192,1,Married,Unemployed,Home,0
270,36,40865.709326727236,13,714.0,148182.18591413173,5.181535674730899,0.47182917581289624,0,Single,Self-employed,Education,0
271,52,38011.91948937414,15,628.0,4788.429631317092,5.263012003987745,0.08879666648103435,0,Single,Unemployed,Personal,0
272,17,29868.779812824276,12,562.0,8803.915486109798,8.701067523119544,0.4678561070838936,1,Widowed,Full-time,Car,1
273,48,12757.104583914694,11,738.0,161885.48211409137,2.7039210627423382,0.4688915625596437,1,Single,Part-time,Home,1
274,35,18803.452492064233,14,,38559.776142847404,0.3794675472956476,0.34844406917218707,0,Divorced,Unemployed,Education,0
275,23,40398.53698252114,10,558.0,714.9185354754568,1.5987292240250066,0.264080582240048,0,Divorced,Unemployed,Home,0
276,40,23643.853286496047,10,785.0,14895.510011091286,19.561481012919685,0.1839016666596838,0,Widowed,Part-time,Home,1
277,37,70239.40589024566,16,767.0,29886.729778947712,4.534903218186328,0.41065611985185674,1,Widowed,Part-time,Home,1
278,27,26813.4503598111,10,663.0,59030.54343219857,6.184840812922564,0.059614022899604026,1,single,Part-time,Education,0
279,35,,15,657.0,66055.37341168575,0.036925159847128006,0.18162748643710225,0,Single,Part-time,Education,1
280,30,18872.134875103668,15,705.0,269319.33342485246,3.6511904315184562,0.37457060797482544,0,Married,Part-time,Business,0
281,36,23547.39440604521,8,563.0,16949.554269810666,0.19125493661235043,0.1913520229422708,0,single,Self-employed,Business,0
282,42,20409.69030112884,11,653.0,38633.34561954432,4.210907331810655,0.21214506472215292,1,Single,Full-time,Business,0
283,54,31384.02669068812,17,434.0,38105.95416972328,12.677054938643575,0.2939671196096951,0,Widowed,Full-time,Home,0
284,20,35537.76306511538,11,737.0,26013.946577921797,17.276018686488484,0.27749119186196053,0,Married,Unemployed,Personal,0
285,60,14868.575972629866,12,493.0,9266.016060389447,3.8886549003869413,0.08585787626857316,2,Married,Part-time,Education,0
286,11,11320.647199472269,15,800.0,189615.56528390347,3.064336092110908,0.23368255004054264,0,Single,Self-employed,Business,0
287,33,8794.636389470072,16,616.0,95974.13779439294,14.503664732887367,0.33192020930403915,0,Single,Self-employed,Personal,0
288,42,28395.77551054483,13,628.0,34490.93912080505,5.5983088944238615,0.4309775708003919,2,Widowed,Unemployed,Business,0
289,38,12686.79156410248,12,587.0,46221.86913069447,0.33550516538139885,0.5405277045945869,2,Divorced,Part-time,Business,0
290,27,7506.726044171242,18,621.0,12890.700112906383,3.1342283626199996,0.36248858833460823,0,Married,Full-time,Personal,1
291,32,26749.987960933257,19,791.0,39239.78137800509,1.3737964519882677,0.03054343973064911,0,Married,Part-time,Business,0
292,29,76611.29190106827,16,401.0,59367.27914885518,3.172545678807437,0.681042092567164,0,Widowed,Self-employed,Home,0
293,27,21959.706805357917,14,777.0,36197.54178929614,3.0391205498475693,0.37589840268091435,1,Widowed,Part-time,Home,1
294,45,33498.14647660297,11,683.0,231705.08776151686,4.3631016234555915,0.21200515932702618,2,Married,Full-time,Home,0
295,39,22946.361882262183,11,529.0,47252.73074927703,2.2062684136883757,0.23840619499328705,0,Married,Full-time,Car,0
296,26,20963.8577279272,15,542.0,23179.111538684225,0.8972511118503558,0.34563722106028966,2,Single,Unemployed,Business,0
297,45,34875.44369548377,15,817.0,73953.83301091532,3.503069280558311,0.13651635783174879,0,Divorced,Self-employed,Car,1
298,38,19050.768632539297,18,555.0,9344.348818922594,8.865754959866623,0.12164616902923703,0,Married,Part-time,Education,1
299,44,25177.251738828945,15,534.0,24267.30130715167,5.4534025636975825,0.26009056477661086,0,Widowed,Part-time,Personal,0
300,42,25870.249075435935,9,,21305.764427688482,2.0652278310305276,0.6852982278784152,1,single,Unemployed,Education,0
301,25,15771.420834104138,17,683.0,28264.714831505844,13.707235304485774,0.4036573143827592,1,Single,Unemployed,Car,0
302,28,36171.29671130928,11,556.0,76112.53765342133,12.1639000748287,0.12586831298425438,2,Widowed,Unemployed,Home,1
303,43,20181.46971740542,12,671.0,33099.19516937448,1.1744893129222687,0.01366579653308466,1,Widowed,Self-employed,Business,0
304,42,15095.129487165666,14,547.0,78997.46297875578,0.20107748155596694,0.11703296646827728,0,Single,Part-time,Business,1
305,34,28803.5787853791,19,760.0,42958.7781246959,6.760599261616706,0.3327911607805335,0,Widowed,Unemployed,Home,0
306,36,14055.457157045557,23,756.0,20932.793851026203,8.789987215553502,0.20757618311556142,0,Single,Self-employed,Business,0
307,50,,15,703.0,83030.9668864543,17.188979966063865,0.45945073513635587,0,Widowed,Part-time,Personal,1
308,27,21926.264767770852,13,686.0,13609.44703258735,11.028943458471648,0.14149213049644796,1,Single,Full-time,Personal,1
309,41,37909.14985524157,15,826.0,12704.820564755195,4.588142734328713,0.25408657673001384,0,Married,Unemployed,Personal,0
310,32,27926.996499500914,16,649.0,35109.6913225082,3.7756697525268152,0.5067721582223921,1,Married,Self-employed,Education,0
311,32,217525.55429513744,13,531.0,15112.669074681187,0.14117980191618057,0.13770392341978277,2,Widowed,Part-time,Home,0
312,48,33152.82297483244,19,694.0,456.42869443282785,1.4161695467034185,0.179715216973904,0,Divorced,Part-time,Personal,0
313,44,,14,858.0,52248.485440775905,3.077364855360139,0.2464218506051932,1,MARRIED,Unemployed,Car,0
314,44,29111.98293699411,15,,35779.23359336209,4.951084565427672,0.31662133738986803,0,Single,Unemployed,Personal,0
315,50,22140.777208653002,15,613.0,29486.029991851916,4.07377071540406,0.263497431819295,0,Divorced,Part-time,Education,0
316,35,,15,691.0,170514.70349534138,6.786319068245167,0.062310940745533644,0,Single,Self-employed,Car,0
317,43,12931.780540869073,16,644.0,42338.138307789624,1.6409020612627185,0.13432106246488335,0,Single,Full-time,Home,0
318,31,18908.893535849824,12,551.0,99546.47641652644,4.161501529512491,0.2198364844037171,0,Married,Part-time,Home,0
319,38,16240.183272758288,12,762.0,7509.191687390369,0.46135634851215934,0.20664981346717362,0,Widowed,Self-employed,Personal,0
320,33,20060.62762686473,10,,42106.31682170712,2.6693243668458866,0.48814650018623307,1,single,Unemployed,Car,1
321,36,22659.2845867498,15,669.0,101239.95126788541,6.9346894998250255,0.5758705082513509,0,Single,Part-time,Car,0
322,42,28705.56763483446,16,,43746.135196452145,5.911070480371037,0.5098772553009548,0,Married,Unemployed,Personal,0
323,-5,21263.57110981597,15,495.0,63294.92431770306,23.35801232092294,0.12310986037732494,0,Single,Full-time,Personal,0
324,60,28092.300716193186,19,,23264.22452088375,1.6278967821346488,0.5340564936477953,0,Divorced,Unemployed,Business,0
325,22,22748.106892611107,13,760.0,4850.304289052596,3.4476616019736115,0.30002336426508447,0,Single,Full-time,Business,0
326,20,8203.094308959158,16,697.0,30615.26685652196,1.9988846856554834,0.20303599789428606,0,Married,Unemployed,Personal,0
327,48,13771.166524944549,10,649.0,25083.333998424107,2.904480325070695,0.2610230477770125,1,Single,Unemployed,Education,0
328,44,20495.409682764064,12,591.0,100892.93761294102,9.722809836732678,0.34914959384447847,0,Married,Full-time,Business,1
329,42,12029.925650146732,16,540.0,13985.38445012143,5.763374573562422,0.544808127323102,0,single,Unemployed,Personal,1
330,42,29731.55934983997,16,733.0,170161.31322534825,10.704082857181696,0.4105295472785979,1,Married,Self-employed,Car,0
331,34,47352.52465365714,13,,158668.98233462192,1.1377104807988883,0.026592238491727645,1,Divorced,Unemployed,Business,0
332,24,40513.11086823907,13,495.0,14226.46193108916,10.332078451853109,0.5846196094727675,0,Married,Part-time,Education,0
333,35,,9,808.0,21389.520327275794,0.3081126794081224,0.048186078783462406,0,Divorced,Unemployed,Home,0
334,26,46414.3087275663,12,707.0,112955.08776901559,10.97310746119146,0.3619976181916694,1,Divorced,Self-employed,Car,0
335,46,23726.165047646125,16,789.0,169993.24483489548,1.9954805127140993,0.44452164760997975,2,Single,Part-time,Education,0
336,33,18610.049592081243,15,515.0,29298.934269369536,1.8886731341513112,0.41585471518936307,0,Divorced,Self-employed,Education,0
337,25,16208.62307571518,15,513.0,19356.49001942868,3.5881069961613288,0.08841067401107656,0,Married,Part-time,Education,1
338,31,18934.958653958623,14,,37337.31585761023,14.124902591279566,0.47156252336881577,0,Widowed,Unemployed,Car,0
339,39,18140.668780800992,14,700.0,58200.63207231277,0.244803058051237,0.33683060364941414,0,Married,Self-employed,Education,0
340,28,23985.58037810087,12,829.0,15974.08589782963,2.171105445905906,0.19457492804201545,0,Widowed,Unemployed,Home,1
341,25,23867.834401596956,16,720.0,66680.00560401077,9.709610164780502,0.15088005388344686,1,Divorced,Part-time,Business,0
342,37,22060.0378829914,15,625.0,2651.970219359077,2.521356397723325,0.3404639347063897,0,Single,Self-employed,Car,0
343,37,27404.68011407095,15,547.0,2527.54654061188,1.1104511412505431,0.35872160015474136,0,Divorced,Full-time,Education,0
344,-5,,12,773.0,24411.451790312494,2.7651367836070477,0.08514646798266187,1,Divorced,Self-employed,Personal,0
345,29,35410.974589198544,7,553.0,21807.030768327,2.4351589568338703,0.3699980733267337,1,Widowed,Unemployed,Business,0
346,37,104834.28127359669,17,812.0,18963.063511938428,12.350062687041653,0.44797171299013,0,Married,Full-time,Car,0
347,17,6142.821434093983,12,621.0,33767.30448234468,7.176044555729652,0.07670930483966332,0,single,Full-time,Personal,0
348,18,35142.26990220232,11,809.0,19337.09303249422,3.517154948068405,0.41681985710402475,0,Single,Part-time,Personal,0
349,26,11120.668142895222,16,717.0,10675.623872149761,22.271080214613583,0.46417205144638596,1,Single,Full-time,Education,1
350,32,19685.100308634104,12,636.0,18514.76036529416,3.1300370836597096,0.19897428617710292,0,Single,Full-time,Car,0
351,38,12270.37975336253,17,598.0,184252.88394094433,0.3000125530714296,0.639928882421978,0,Married,Part-time,Education,0
352,52,8946.4293934098,15,615.0,26476.083621871956,1.5209161662963502,0.15478843739264395,1,Single,Self-employed,Home,1
353,45,28874.997582535998,16,692.0,29413.48899641984,2.8641300011035224,0.20594769325472548,0,Widowed,Unemployed,Personal,0
354,33,32195.358660061953,9,657.0,42965.40020920419,0.8533640827761579,0.15573245088813878,1,Widowed,Self-employed,Home,0
355,-5,16510.384072015197,17,590.0,204739.53833050342,14.740916904268408,0.5888845644749964,1,Single,Full-time,Education,0
356,22,,14,,13827.300555338743,7.280342641932586,0.23380701751390207,1,Single,Unemployed,Business,0
357,34,16762.135390823056,12,657.0,57172.4463254645,1.561835961607561,0.21327022865368866,0,Married,Self-employed,Personal,0
358,31,26793.16248260289,14,437.0,62936.35731467112,4.467811619721634,0.12861869744422982,1,Married,Unemployed,Business,0
359,38,10514.854131423343,8,695.0,46738.57480194014,6.390773382633057,0.5364299550377335,0,Single,Full-time,Car,1
360,25,24141.31482665252,15,552.0,4637.4817200398675,14.174783270770954,0.15720208835782998,0,Married,Self-employed,Personal,0
361,41,21858.49856867425,10,534.0,56485.38015236439,10.669925791670325,0.17273218119277434,1,Divorced,Unemployed,Home,0
362,53,29426.348215886366,9,,3312.049731437815,3.6200140458107057,0.03891429203810689,3,Single,Unemployed,Business,0
363,33,23383.599608923476,9,470.0,45334.67781591341,7.450560776767798,0.16272404737435256,0,Married,Self-employed,Car,0
364,39,13540.839277088842,17,514.0,67273.2043582701,4.129334557098908,0.08364830380448468,1,Widowed,Self-employed,Personal,0
365,43,40066.095256653505,12,579.0,11847.539870973123,4.02267232653576,0.25455112086946324,0,Single,Full-time,Car,0
366,30,20347.945213976192,18,845.0,92138.5372880897,0.6093805198699483,0.4015869776065282,0,Single,Part-time,Home,0
367,37,,12,597.0,1541.2010996799702,0.674162095912738,0.18866569044671833,0,Widowed,Unemployed,Personal,0
368,35,13813.00778726663,8,667.0,92835.01993670866,3.7701538391388016,0.20766741435570296,0,Widowed,Self-employed,Car,1
369,36,17647.66703675366,10,690.0,30839.783909849695,1.565762161068664,0.10810147948426987,0,Married,Self-employed,Education,1
370,25,14151.82178706544,17,663.0,12268.687309126555,0.10630665598636334,0.5902607848461704,1,Widowed,Self-employed,Personal,0
371,35,20201.79963046999,13,,7180.710980969137,6.4157872493987265,0.5259796292366464,0,single,Unemployed,Personal,1
372,40,,12,530.0,153208.2303754009,0.16513000311971313,0.41088934497948276,0,single,Full-time,Personal,0
373,52,11092.776708983622,14,795.0,3772.0515761961547,4.522760019448477,0.3922349105705297,0,Divorced,Part-time,Personal,1
374,46,9830.246617351251,15,830.0,11100.548392448714,3.8738885104274425,0.11129403700392516,0,Married,Unemployed,Education,0
375,60,45962.685603259364,17,481.0,21371.914045369118,17.339040734524747,0.3473639010928386,1,Widowed,Full-time,Home,0
376,25,19837.6745031098,18,,48410.112044944864,3.3103082979245464,0.32958582242614637,0,Single,Unemployed,Education,1
377,45,15763.676720801399,12,622.0,39351.03901735318,0.3285703865134671,0.35988043290814703,0,Widowed,Unemployed,Education,0
378,37,37047.35890981836,10,553.0,6713.35415390899,4.011328942895021,0.033883747183487925,0,Widowed,Self-employed,Car,1
379,61,16271.855372555729,12,700.0,17105.3630411802,9.197280531987877,0.16277630859638342,3,Married,Full-time,Business,0
380,25,54885.5208969097,14,577.0,13639.7893255261,28.800628198560474,0.10633735220011342,1,Married,Self-employed,Business,0
381,24,30913.953658630893,11,866.0,12010.852277966627,2.81360579283768,0.15514878502076812,0,Married,Self-employed,Car,0
382,27,17258.22802902528,11,769.0,26478.70894037749,1.9305095227277267,0.19275398322617518,2,Married,Full-time,Education,1
383,9,64773.646294533515,15,671.0,60875.10445297679,11.85717363898496,0.2800948577628053,0,Single,Self-employed,Car,0
384,28,16271.04681757585,13,752.0,12260.06039278473,1.06127850502785,0.35146957058792777,0,Divorced,Self-employed,Personal,0
385,25,31921.903588112924,14,760.0,22838.884321159912,4.77813315373333,0.5224220920136249,0,Divorced,Part-time,Car,1
386,36,25582.051983800036,11,593.0,24790.07161768635,2.601976538894778,0.13641262291991726,0,Single,Full-time,Car,1
387,39,422293.453037316,13,568.0,187445.33776833783,0.20975047040365158,0.40461626590677485,2,Widowed,Full-time,Personal,1
388,57,48086.44455360988,11,657.0,154685.29241937958,2.133100075050619,0.2716328618851711,1,Single,Self-employed,Business,0
389,46,22381.77016388929,16,736.0,80506.30314578598,1.5409787154150285,0.04735502183409085,1,Divorced,Self-employed,Personal,1
390,28,15112.70507656352,17,663.0,13831.101100649521,5.793263172009636,0.2953528753343766,0,Divorced,Full-time,Home,1
391,24,27722.123936918742,8,492.0,3523.1250838537912,14.859150861010038,0.501248339082625,0,Single,Full-time,Car,1
392,40,15695.70387136541,11,569.0,19056.003726596442,1.5601961536535676,0.4858502070448036,0,Married,Unemployed,Car,0
393,19,60276.26100922328,9,642.0,15516.466455118114,8.342382971308798,0.21971353137155483,2,Widowed,Full-time,Business,0
394,56,23582.676280255742,12,642.0,35253.47854703097,0.2847559133018205,0.25375045340022895,1,Single,Unemployed,Education,0
395,49,18349.16272440577,13,847.0,75192.65086281551,3.8622617435111763,0.3985891943176731,1,Divorced,Self-employed,Personal,0
396,29,24157.258016959535,9,511.0,97710.25143988215,0.36581167087393585,0.3642702929704493,0,Married,Part-time,Education,0
397,14,11231.042276619697,11,700.0,93172.6838984011,13.59300263772962,0.3043079001079424,0,Widowed,Part-time,Home,0
398,51,13550.693160347973,10,798.0,22289.014774395015,7.2696824525788815,0.18833112950100692,1,Divorced,Unemployed,Personal,0
399,33,40143.144354452015,14,877.0,58115.05350055037,5.363990470887109,0.4520658278042114,1,Widowed,Self-employed,Home,0
400,49,,14,609.0,18758.98365593808,8.683413582074433,0.1808939135249467,2,MARRIED,Self-employed,Home,0
401,15,13050.014301609724,11,699.0,3141.9605949613156,5.213804079762832,0.44398219961401614,0,Divorced,Self-employed,Home,0
402,27,28805.63700361202,14,706.0,60460.20076459111,17.35988020804256,0.11152235305439816,1,Married,Full-time,Personal,1
403,35,39848.979578623475,12,669.0,493.80808496267525,6.2580822176653665,0.3755998873241692,1,Single,Self-employed,Personal,0
404,35,31554.66303586856,13,640.0,26312.41279700745,12.928628108244574,0.10669662286658413,0,Single,Full-time,Business,0
405,29,36243.80839880977,19,693.0,19977.576588575597,3.6400586548225986,0.42801124954811975,1,Widowed,Unemployed,Car,0
406,42,15087.2071591363,18,396.0,59106.902767073574,0.6225151446166626,0.5276909753362007,0,Married,Part-time,Education,0
407,22,10819.384513459887,10,718.0,72674.18715654293,3.7557644636990437,0.27350652432077155,0,Married,Unemployed,Education,1
408,33,466611.32937326416,16,662.0,18127.079955787558,0.6783703071497276,0.3682565543636485,1,Widowed,Self-employed,Home,0
409,36,18744.582954799564,16,627.0,83466.56579470677,4.488491722040794,0.5020573965730817,0,Widowed,Self-employed,Personal,0
410,41,19430.193317822945,10,9999.0,17401.10727356938,3.2936617216207003,0.47329916456668497,0,Widowed,Unemployed,Personal,0
411,43,42791.598729035046,16,582.0,29558.993163479892,4.871922297999921,0.15549752140302814,0,Single,Full-time,Home,1
412,21,29088.989233470955,18,609.0,64917.567531035755,0.05048896295247788,0.22332391866798174,0,single,Full-time,Car,0
413,16,27665.567987883805,10,849.0,59032.38627443741,1.0835743709006498,0.5626481648234721,0,Single,Full-time,Education,0
414,-5,65023.31471258277,11,566.0,218577.9696431995,3.3797832592429082,0.2609172476263037,1,Widowed,Part-time,Business,0
415,38,15966.385497404239,17,594.0,12755.002219923776,15.029272816458823,0.36539673233562386,0,Married,Part-time,Car,0
416,26,35028.597001250215,14,635.0,54282.519935870325,2.4193692101066904,0.200105295485411,1,Married,Self-employed,Personal,0
417,53,22663.399886488405,15,734.0,47039.662624491524,2.761468527604996,0.2790882966522514,0,Widowed,Unemployed,Home,0
418,36,25192.36217918959,15,670.0,123313.14909719753,6.271001562513528,0.5845293062890545,0,Widowed,Unemployed,Education,0
419,49,,15,520.0,8501.597712233925,4.629089322179008,0.21867159288245783,0,Single,Self-employed,Home,0
420,35,28393.566822205477,10,596.0,69675.65036572388,1.7757102406798175,0.2737280175593227,1,Divorced,Full-time,Personal,0
421,59,28829.31526369865,17,589.0,41997.58405261743,2.6450871080473175,0.23557197297001925,0,Single,Part-time,Home,0
422,56,37656.229159068906,17,9999.0,16056.143051850946,1.2275836158697908,0.44874729582574296,1,Married,Unemployed,Education,0
423,32,,13,692.0,32164.062061938635,16.910130522570153,0.3416095459898453,0,Widowed,Self-employed,Home,0
424,46,14478.13944520148,13,691.0,20306.511242698645,0.6999575375709134,0.18853630084764772,0,Married,Full-time,Education,0
425,42,13063.73569625673,9,472.0,43293.35735985363,2.324776245470658,0.0697274072743297,1,Divorced,Full-time,Home,1
426,51,8240.544537037851,15,756.0,109911.52902598855,0.13089331370830132,0.28700376979694314,1,Single,Part-time,Home,0
427,23,61580.68622004046,15,675.0,42117.75299029261,1.253726827854695,0.4231623401429899,1,Married,Part-time,Education,0
428,43,12687.795385630223,13,788.0,49945.91635636997,7.581357835465926,0.25444631134523715,0,Single,Self-employed,Home,0
429,47,19719.695526546162,17,694.0,36568.19599311364,1.1230683588651735,0.3667331463052714,1,Widowed,Self-employed,Car,0
430,13,,12,760.0,2626.0448236362704,0.41725263553103653,0.2709725560304517,0,Married,Full-time,Business,0
431,20,,15,696.0,13254.204188196107,3.216579981195808,0.4014667875987283,0,Divorced,Full-time,Car,0
432,10,33119.20505569764,10,,33863.86179016569,0.05009630155306116,0.4634281692866867,0,Single,Unemployed,Business,0
433,31,33868.36745007212,13,702.0,18570.236523790747,0.44287838712911576,0.05329464507829071,1,Single,Full-time,Car,1
434,43,16456.260819509236,13,640.0,10030.199191999582,8.241566034893648,0.2216669158299189,1,Divorced,Self-employed,Business,0
435,53,20260.716513731262,14,877.0,35072.36072887912,7.380512113790426,0.22661367700726837,0,Married,Part-time,Home,0
436,35,25369.17098919635,12,738.0,19490.15452525012,12.333692694100975,0.2584065917858716,0,Married,Self-employed,Education,1
437,54,19451.013135294572,13,707.0,14927.5559000476,9.638426433660356,0.13908263683369385,2,Single,Unemployed,Education,0
438,18,49201.175182091,16,522.0,31179.69560067363,5.747037428893825,0.3297479813202082,1,Divorced,Unemployed,Personal,1
439,14,28155.20379029912,12,521.0,7152.210997701215,0.26875976839290594,0.17004366347810917,1,Single,Part-time,Business,0
440,34,31806.91166236992,9,679.0,131378.1947976804,7.635802778478906,0.2847728657807562,2,single,Self-employed,Personal,0
441,39,30682.28202806138,19,664.0,101134.9532637616,9.338155790853142,0.24980065812412877,0,Widowed,Unemployed,Personal,0
442,34,39606.040708091045,18,588.0,61485.14781271537,8.024295699451612,0.11596206812035247,0,Married,Self-employed,Business,1
443,10,,10,,5614.435658230681,3.551253428969825,0.2073025882078416,0,Married,Unemployed,Education,1
444,33,11517.052314400258,16,808.0,74778.07030455019,1.3257025245172647,0.39991775561691667,1,Widowed,Part-time,Business,0
445,19,26898.98885570835,12,719.0,82501.88411079545,9.332306533752659,0.17935977336697176,1,Married,Unemployed,Home,0
446,43,15903.93040755201,14,535.0,73000.19214177722,6.494400171862972,0.34275347901563313,0,Married,Self-employed,Personal,0
447,39,16910.52789164112,14,638.0,6049.991349774558,19.754124372645634,0.27822147794923524,1,Married,Self-employed,Personal,0
448,23,29530.59162883329,13,569.0,51628.30169926545,0.8461931501505029,0.05235015124256764,1,MARRIED,Unemployed,Business,1
449,28,40910.479664108876,11,611.0,89886.30040848028,1.2787507201688288,0.0621503949558326,1,Widowed,Full-time,Personal,0
450,22,22261.984868854553,11,608.0,43060.94565032964,1.1900053347681456,0.11391237660606987,0,Single,Part-time,Education,0
451,34,,11,602.0,51980.49029908355,7.864078044329923,0.10229515449266618,1,Divorced,Part-time,Personal,1
452,46,51591.255616771225,11,,30658.00643803283,1.0345507471411735,0.7352244450116939,0,Single,Unemployed,Business,1
453,23,24844.12511631615,13,637.0,37613.79882178202,0.3449277316223281,0.3847735905736189,0,Widowed,Unemployed,Education,0
454,41,80889.68219013991,11,593.0,1749.0821702259816,32.71836225616897,0.23154854976608477,0,Widowed,Full-time,Education,0
455,28,29224.270450102667,16,357.0,50938.74468440542,0.1256517505737079,0.23786919937584425,0,Widowed,Part-time,Personal,1
456,25,9132.717920056079,18,855.0,4247.795249171184,9.016450262927483,0.2040041905022354,2,Married,Full-time,Business,0
457,33,32101.910052861378,12,758.0,28547.76894299875,2.2735407512681305,0.41915853582091644,0,Divorced,Part-time,Personal,0
458,22,26650.926445986017,14,612.0,17311.84464073511,9.213647019230539,0.18797968822767502,1,Widowed,Unemployed,Home,0
459,28,41976.96846779448,15,651.0,39419.942627082746,4.044142657643495,0.24432428860511557,1,Single,Part-time,Home,1
460,20,30840.704639065607,15,532.0,7159.830999231379,11.595159490631033,0.3970802845779711,1,Married,Part-time,Education,0
461,58,20553.20169450714,14,819.0,58824.9189962376,13.03150758429547,0.22078531761749004,1,Married,Part-time,Personal,0
462,35,11942.406091609639,16,839.0,79240.07895636169,0.04569911248703786,0.07705042322834559,0,Divorced,Full-time,Home,0
463,26,19840.654542676377,15,665.0,8917.738728987993,0.3920361822242118,0.5512016763768751,1,Divorced,Full-time,Car,1
464,37,14396.49096518561,10,752.0,5508.217745971264,1.4408024648555153,0.3046329519476903,0,Divorced,Part-time,Home,1
465,33,16477.288795572353,16,667.0,7862.844785492395,5.532951387243616,0.38810956978868133,0,Married,Self-employed,Personal,1
466,32,29563.30579533519,16,516.0,104830.42751819582,10.958448458592436,0.38279389831293276,0,Widowed,Full-time,Personal,0
467,42,,11,608.0,37558.86760536203,3.0803932379874883,0.42720346022185285,2,Single,Unemployed,Home,1
468,44,26831.60505863359,14,,31486.18241527925,4.669386315128416,0.12433201768324816,1,Widowed,Unemployed,Personal,1
